exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.000970255,,699,9561,135171,3830,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.817195706,,1913678,51307795,412263103,328175,1862,14769,727439,842132,1533260,2124616,50569246,48318768,13806079,110623450,0,1013,0,0,15672,544037012,9,3166533999,4701148745,103974,101395,0
membench_pregen_init,1,dram,,,,1.323104459,,2604167,71015127,716218783,418406,1722,28093,967299,1129123,2058612,2908415,68048549,68150478,19701842,150264229,0,1385,25,0,21565,949459570,10,5134089734,8121462280,146740,139207,0
membench_base,1,pmem,,,,0.001047043,,550,9891,137185,4139,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,1.860467955,,1931589,50914200,414552715,353307,1052,3793,105139,237386,8295,2120150,50750264,71490916,18111558,636188934,0,4940,3588,0,26550,544780627,4,7217464466,4740913763,100091,2423,0
membench_pregen_init,1,pmem,,,,2.759226270,,2634212,69620956,723442554,481855,1724,5203,145415,335632,10258,2929851,70381731,96575338,25399583,880654778,0,8330,6749,0,37516,943153889,5,10706907884,8158812864,140590,2605,0
membench_base,2,dram,,,,0.000694739,,579,9677,135541,4026,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,2,dram,,,,0.816895782,,1892694,50771461,410005175,326181,2228,7680,680043,792886,1541589,2115453,50995989,48376140,13536823,109731577,0,1013,0,0,16543,544875338,7,3169646914,4766554806,102085,99381,0
membench_pregen_init,2,dram,,,,1.327183806,,2581497,70672792,715272184,428214,2374,20755,939219,1139782,2073470,2894903,68420425,67803857,19912877,150539913,0,1405,0,0,24461,947194611,13,5117890733,8192468046,143045,136674,0
membench_base,2,pmem,,,,0.000684421,,607,9807,138280,4133,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,2,pmem,,,,1.860476470,,1919987,50648301,406867926,350247,1052,3683,103618,238338,7866,2130632,50859606,69761174,17833123,635262382,0,2068,3182,0,24773,540566151,4,7215397041,4718418276,102139,1885,0
membench_pregen_init,2,pmem,,,,2.763747606,,2634981,69807466,717358930,468121,1252,5292,146976,338324,10076,2930097,70338295,97686469,24744507,880880725,0,15074,9425,0,78743,939844232,5,10722048952,8146242393,140601,2676,0
membench_base,3,dram,,,,0.000754315,,553,9480,136964,3950,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,dram,,,,0.817935750,,1950463,50880078,410154612,309070,2544,13821,667628,790505,1527544,2139068,51811148,49138740,13589176,110467751,0,1046,0,0,14864,542045383,7,3167554745,4715460140,98749,101357,0
membench_pregen_init,3,dram,,,,1.323279247,,2652638,69821499,712664487,442167,2454,20527,960327,1114460,2061920,2909220,70891099,67068769,18924530,151179908,0,1410,0,0,20581,944891823,10,5130583969,8170273793,145241,145538,0
membench_base,3,pmem,,,,0.000825839,,681,10293,140012,4202,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,pmem,,,,1.860664369,,1930461,51327884,412784144,343832,1548,3689,110763,243875,8798,2123395,51320313,70851911,18427017,632767583,0,6004,2767,0,29161,548429262,5,7220215901,4765020131,103171,1849,0
membench_pregen_init,3,pmem,,,,2.758871929,,2621979,69846813,718131154,478654,1440,5368,144179,330705,10416,2896289,70073690,97616303,25531586,873763919,0,7376,6716,0,42831,954929346,9,10713233233,8175438096,142344,3590,0
membench_base,4,dram,,,,0.000701448,,656,9625,137362,3999,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,dram,,,,0.818287325,,1906415,51103315,410650168,313688,2081,17148,725537,845473,1532944,2142613,50698709,49113572,14116155,110198627,0,1034,0,0,15126,545286045,9,3173066572,4750702469,99884,100025,0
membench_pregen_init,4,dram,,,,1.326476231,,2643610,70023622,709146468,439521,2638,31421,1012894,1168035,2069828,2902640,70425562,67017133,19007576,151911971,0,1401,25,0,22550,947304782,12,5143807413,8149403565,135402,137768,0
membench_base,4,pmem,,,,0.001032303,,752,9999,138229,4186,71,0,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,pmem,,,,1.859384879,,1918092,50715486,410137883,346524,1504,3797,107828,242284,7397,2127882,50466403,70058540,17805685,636223763,0,2677,3203,0,22693,543278175,5,7218631409,4714490575,99173,1812,0
membench_pregen_init,4,pmem,,,,2.763393514,,2649975,69280734,714481111,475198,1640,5383,146329,336837,10766,2895642,69795843,96406732,25320036,883758336,0,9582,6256,0,61806,953239551,10,10717446288,8198925725,144812,3100,0
membench_base,5,dram,,,,0.000736049,,678,9718,137845,3988,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,dram,,,,0.816952875,,1946592,51072570,411760917,321250,2185,19989,671252,793128,1527400,2137518,51577504,48261156,14155690,111204489,0,1028,0,0,15345,542216294,7,3168108106,4682398486,98795,102430,0
membench_pregen_init,5,dram,,,,1.325906017,,2642340,69891288,712369694,429584,1809,24809,1079533,1242304,2070507,2902868,71033431,69216968,20370296,151807672,0,1414,0,0,21414,946494342,11,5143176237,8154694637,134562,136887,0
membench_base,5,pmem,,,,0.000723235,,657,10045,138839,4234,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,pmem,,,,1.860268865,,1934710,51164860,415280668,346936,1186,3701,106276,239565,8625,2141585,51290444,71150771,18053373,641348501,0,3479,3170,0,32631,551579519,6,7220590846,4732507918,105497,2531,0
membench_pregen_init,5,pmem,,,,2.759595550,,2648383,69610337,713565821,480519,2894,5333,147070,335808,11577,2929533,69526414,98797974,25656878,885756131,0,8152,6706,0,46468,945538865,11,10701541056,8135741538,143016,3760,0
