exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses
membench_base,1,dram,,,,0.001309799,,454,9916
membench_data_init,1,dram,,,,0.960434914,,2186492,51162565
membench_pregen_init,1,dram,,,,1.569792236,,2972653,70199731
membench_base,1,pmem,,,,0.000636279,,522,9905
membench_data_init,1,pmem,,,,1.990662057,,2178606,51205152
membench_pregen_init,1,pmem,,,,2.985692827,,2960757,70269947
membench,1,dram,seq,0,42244.359375,1.940618396,0.000016,12982446,80220442
membench,1,dram,pgn,0,9920.477539,2.711229858,0.000016,13586096,80841687
membench,1,dram,rnd,0,9598.827148,2.745108302,0.000016,12940349,80197184
membench,1,dram,seq_prefetch,0,38763.148438,1.957994310,0.000016,13077705,80163332
membench,1,dram,pgn_prefetch,0,20509.664062,2.189629074,0.000016,13437787,80885621
membench,1,dram,rnd_prefetch,0,17916.363281,2.261027283,0.000016,12822309,80207110
membench,1,pmem,seq,0,20967.876953,3.596209273,0.000016,12983432,80293360
membench,1,pmem,pgn,0,1974.956421,8.188304055,0.000016,13579196,81119046
membench,1,pmem,rnd,0,1965.378296,8.200368193,0.000016,12929702,80484773
membench,1,pmem,seq_prefetch,0,22025.363281,3.577520155,0.000016,13023597,80295696
membench,1,pmem,pgn_prefetch,0,3602.791016,5.897919555,0.000016,13434482,81043517
membench,1,pmem,rnd_prefetch,0,3532.926025,5.944048269,0.000016,12802386,80416743
membench,1,dram,seq,500,42783.492188,3.241251902,0.000146,13006813,80334989
membench,1,dram,pgn,500,9920.113281,4.012733504,0.000146,13575823,80887428
membench,1,dram,rnd,500,9552.831055,4.051126819,0.000146,12958817,80312231
membench,1,dram,seq_prefetch,500,39702.390625,3.258531449,0.000146,13151227,80280375
membench,1,dram,pgn_prefetch,500,38376.664062,3.265919663,0.000146,13444328,80929135
membench,1,dram,rnd_prefetch,500,28145.070312,3.366644356,0.000147,12806347,80306477
membench,1,pmem,seq,500,40740.167969,4.667207096,0.000146,12978536,80338518
membench,1,pmem,pgn,500,1971.689697,9.507683715,0.000146,13560096,81110019
membench,1,pmem,rnd,500,1959.485718,9.529539691,0.000147,12921816,80551621
membench,1,pmem,seq_prefetch,500,31680.355469,4.746517590,0.000146,13163501,80342298
membench,1,pmem,pgn_prefetch,500,4738.081055,6.536343847,0.000146,13415253,81072875
membench,1,pmem,rnd_prefetch,500,4621.497070,6.586398039,0.000147,12794289,80444661
membench,1,dram,seq,1000,43066.324219,4.526416860,0.000275,13043519,80336616
membench,1,dram,pgn,1000,9855.528320,5.307561029,0.000275,13579698,81001974
membench,1,dram,rnd,1000,9513.715820,5.344856501,0.000275,12980834,80371061
membench,1,dram,seq_prefetch,1000,39961.957031,4.543901163,0.000275,13191449,80389059
membench,1,dram,pgn_prefetch,1000,43768.082031,4.519617244,0.000275,13470898,80998980
membench,1,dram,rnd_prefetch,1000,30525.775391,4.625099660,0.000275,12823875,80357774
membench,1,pmem,seq,1000,42602.503906,5.942027168,0.000275,13003626,80397907
membench,1,pmem,pgn,1000,1999.413086,10.719631321,0.000275,13550072,81225942
membench,1,pmem,rnd,1000,1985.585449,10.744817078,0.000276,12946766,80591717
membench,1,pmem,seq_prefetch,1000,36753.355469,5.989290423,0.000275,13029687,80394590
membench,1,pmem,pgn_prefetch,1000,7115.649902,7.118086052,0.000275,13446941,81097384
membench,1,pmem,rnd_prefetch,1000,6837.737305,7.174209447,0.000275,12791159,80407255
membench,1,dram,seq,1500,43106.605469,5.811668658,0.000403,13028502,80385704
membench,1,dram,pgn,1500,9873.033203,6.588065842,0.000403,13612286,81062050
membench,1,dram,rnd,1500,9553.982422,6.628278163,0.000404,12958265,80371541
membench,1,dram,seq_prefetch,1500,39937.058594,5.831946962,0.000404,13203629,80400798
membench,1,dram,pgn_prefetch,1500,46578.355469,5.794119812,0.000403,13457357,81044124
membench,1,dram,rnd_prefetch,1500,31665.613281,5.897333609,0.000404,12841840,80422860
membench,1,pmem,seq,1500,36543.562500,7.267595152,0.000403,12987315,80441560
membench,1,pmem,pgn,1500,2031.574341,11.926366051,0.000404,13563763,81222090
membench,1,pmem,rnd,1500,2017.629272,11.948652671,0.000404,12929114,80634304
membench,1,pmem,seq_prefetch,1500,39654.371094,7.252428093,0.000404,13049055,80442275
membench,1,pmem,pgn_prefetch,1500,13041.107422,7.766135783,0.000403,13425297,81123750
membench,1,pmem,rnd_prefetch,1500,12076.346680,7.820539835,0.000404,12809352,80432060
membench,1,dram,seq,2000,43075.042969,7.098960726,0.000532,13034012,80443773
membench,1,dram,pgn,2000,9850.664062,7.880919695,0.000532,13596855,81115456
membench,1,dram,rnd,2000,9514.875000,7.917928346,0.000532,12977080,80481936
membench,1,dram,seq_prefetch,2000,39906.777344,7.118927340,0.000532,13066321,80440103
membench,1,dram,pgn_prefetch,2000,46670.089844,7.080515521,0.000532,13476588,81103225
membench,1,dram,rnd_prefetch,2000,31761.660156,7.183279111,0.000532,12825723,80474430
membench,1,pmem,seq,2000,42919.558594,8.515757372,0.000532,12990569,80493690
membench,1,pmem,pgn,2000,2054.834961,13.179330219,0.000534,13559700,81326511
membench,1,pmem,rnd,2000,2034.852173,13.203497855,0.000533,12927986,80688957
membench,1,pmem,seq_prefetch,2000,39729.679688,8.541601946,0.000532,13201872,80491968
membench,1,pmem,pgn_prefetch,2000,21059.060547,8.761335740,0.000532,13427427,81168566
membench,1,pmem,rnd_prefetch,2000,17636.746094,8.846851513,0.000532,12791464,80529599
membench,1,dram,seq,2500,43041.484375,8.388178003,0.000661,13065787,80497618
membench,1,dram,pgn,2500,9928.800781,9.159687710,0.000661,13601000,81107519
membench,1,dram,rnd,2500,9567.143555,9.198983347,0.000661,12994933,80545490
membench,1,dram,seq_prefetch,2500,39923.027344,8.406098204,0.000661,13080145,80435170
membench,1,dram,pgn_prefetch,2500,46597.238281,8.366562090,0.000661,13492425,81162359
membench,1,dram,rnd_prefetch,2500,31709.189453,8.468938319,0.000661,12838240,80537582
membench,1,pmem,seq,2500,42965.292969,9.798655623,0.000661,13007409,80552261
membench,1,pmem,pgn,2500,2061.015625,14.427131734,0.000661,13558742,81366801
membench,1,pmem,rnd,2500,2046.759033,14.451481894,0.000661,12932662,80684072
membench,1,pmem,seq_prefetch,2500,39779.621094,9.827421630,0.000661,13031673,80546102
membench,1,pmem,pgn_prefetch,2500,24754.191406,9.972390292,0.000661,13445175,81217282
membench,1,pmem,rnd_prefetch,2500,19996.800781,10.068737858,0.000661,12793071,80585049
membench,1,dram,seq,3000,43058.531250,9.670427287,0.000789,13048586,80553555
membench,1,dram,pgn,3000,9890.248047,10.447737553,0.000789,13632407,81227075
membench,1,dram,rnd,3000,9565.835938,10.487413409,0.000790,12975923,80583492
membench,1,dram,seq_prefetch,3000,39988.164062,9.690269298,0.000790,13113317,80556259
membench,1,dram,pgn_prefetch,3000,46518.550781,9.650231008,0.000789,13476188,81207060
membench,1,dram,rnd_prefetch,3000,31688.587891,9.754789294,0.000790,12860382,80592905
membench,1,pmem,seq,3000,42906.851562,11.087761989,0.000789,12987661,80596328
membench,1,pmem,pgn,3000,2072.776611,15.685601306,0.000790,13566675,81427505
membench,1,pmem,rnd,3000,2055.988770,15.713624249,0.000790,12928361,80782088
membench,1,pmem,seq_prefetch,3000,39766.964844,11.112538908,0.000789,13044927,80545543
membench,1,pmem,pgn_prefetch,3000,30536.962891,11.186286116,0.000790,13426837,81258232
membench,1,pmem,rnd_prefetch,3000,23471.865234,11.275158911,0.000789,12809529,80637317
