exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.000913959,,1071,9908,137846,300,0,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.817929869,,1929758,50589648,410025090,102815,199565,1545976,2076135,270662789,53004757,51830710,109621017,0,1021,0,0,16320,545178256,3,3170138844,4735560504,99984,99553,0
membench_pregen_init,1,dram,,,,1.323588660,,2974289,71362272,719796214,905935,899638,2129634,2905528,66573099,19296850,69253755,147140805,0,1394,0,0,20923,952125138,3,5127733967,8160902256,135688,137034,0
membench_base,1,pmem,,,,0.000875315,,630,10001,141191,195,0,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,0.978660569,,1929286,50500064,417813986,593287,712479,10636,2167613,60707745,16303651,50895461,109253496,0,1033,0,0,16860,541528936,2,3797364643,4712256224,100227,54452,4
membench_pregen_init,1,pmem,,,,1.535719033,,2668265,69599778,718247157,138784,290085,14793,2918755,68571046,19905035,70829706,144015043,0,1901,0,0,24350,943464888,3,5962781100,8113093497,137308,121571,9
membench,1,dram,seq,0,51402.808594,4.765237466,0.000015,102416740,169680096,4614202582,889455,1179098,2131262,2964181,222277148,165921287,169711978,146238061,0,1384,0,0,38383,4052176748,10,18452417699,23081906809,146796,149626,0
membench,1,dram,pgn,0,10515.504883,12.322807031,0.000015,107816058,178314981,5021234344,99210628,101080035,2116301,2972665,31146066482,31057132172,176849406,144239429,0,1386,0,0,68658,4351798690,15,47713418158,23079935261,96879095,96868159,0
membench,1,dram,rnd,0,10170.821289,12.639673397,0.000015,100840334,171704935,5023796866,97864725,100361477,2109302,3045973,31585350151,31519472526,169771246,145789966,0,1365,12129,0,155196,4553442357,9,48893549750,25606812592,98424856,98414421,0
membench,1,dram,seq_prefetch,0,50976.921875,4.753755918,0.000015,104995346,171696439,4723803860,937351,438540,2088710,2933562,295119951,237817197,169969111,144539269,99965323,1408,0,0,36942,4052567620,9,18389374586,23203911017,138069,136921,0
membench,1,dram,pgn_prefetch,0,21389.357422,7.485914091,0.000015,107201278,178555304,5119365873,974824,1147127,2100804,3061783,13141240774,13073781535,176568987,144338734,100047842,1397,0,0,49259,4351865330,23,28967645620,23151148910,203253,202915,0
membench,1,dram,rnd_prefetch,0,20008.339844,7.791183998,0.000015,100933322,169681443,5116060374,149720,317442,2082252,2889838,13706356886,13648718941,170302404,142656497,100006339,1506,7651,0,61896,4554732384,9,30180200473,25731732584,143791,141859,0
membench,1,pmem,seq,0,30709.957031,6.297219585,0.000015,103327904,170715128,4612472362,174195,575677,24734,3036894,5503502843,5443717081,169968517,145609967,0,1816,7045,0,71354,4051324172,7,24446283071,22950583736,204107,145639,50946
membench,1,pmem,pgn,0,2354.839355,45.503419573,0.000015,107410083,180584471,5040833519,1026691,101107788,79978,3076332,159163551785,159066770402,180141499,148571013,0,4796,0,0,207993,4324597394,43,176864047211,22833538619,98564754,138650,98354335
membench,1,pmem,rnd,0,2270.952393,47.078035554,0.000015,102676097,173326423,5025059180,623742,100375331,84338,3082515,164630237652,164543179417,172911342,146576635,0,1391,0,0,174050,4568745290,40,183002083835,25726531267,96792027,134561,96676259
membench,1,pmem,seq_prefetch,0,31384.058594,6.235941175,0.000015,104925228,169423153,4713211077,160640,504787,23312,3069020,5208101953,5131263326,170072167,145293565,100093946,1427,0,0,43462,4044438852,3,24102537197,23220186153,709969,702489,402
membench,1,pmem,pgn_prefetch,0,4532.994141,25.096549148,0.000015,107179010,177925196,5127744633,713648,1138966,51238,3062419,80496880160,80412817778,179376698,146618250,100011796,2740,0,0,126487,4330674918,21,97555963335,22951868242,203571,145244,34426
membench,1,pmem,rnd_prefetch,0,4473.308105,25.366899910,0.000015,100859793,170974481,5123790147,201751,368043,58124,3055117,81184613217,80865432298,174406396,148197350,99987285,2719,0,0,105204,4526869563,24,98608131940,25462935936,157624,131674,528
membench,1,dram,seq,500,51268.328125,17.843920026,0.000146,102703304,170943809,4611437650,179938,716120,2068252,3001977,143035600,65268884,170379331,147535354,0,1422,0,0,100036583,53980135571,18,69229253852,123009242855,737844,727257,0
membench,1,dram,pgn,500,10514.416016,25.367844497,0.000145,107267433,176678992,5004076663,98560598,100567331,2074851,2951994,31548575425,31213472852,178614665,146393418,0,1398,0,0,100098191,54344075912,62,98507376133,123125452585,98458614,98474925,0
membench,1,dram,rnd,500,10278.275391,25.614047100,0.000146,100856780,173336691,5025467918,99089964,101116013,2110714,2971900,31345440412,31279831976,171026602,148795237,0,1408,0,0,100127847,54551917114,23,99507950926,125580080225,98338270,98325381,0
membench,1,dram,seq_prefetch,500,51203.121094,17.804577566,0.000145,103150964,169892721,4703705935,156521,681859,2069275,2954652,455047807,120031235,172961364,146823361,99974117,1399,0,0,100058104,54033782212,33,69160593359,123162704907,147218,144455,0
membench,1,dram,pgn_prefetch,500,41711.558594,18.464477293,0.000147,108511265,177366152,5111403953,189245,376760,2083230,2871812,1881636817,1822650903,176596090,147117039,100040187,1412,0,0,100114497,54369573803,21,71711733084,123167138754,719612,710247,0
