exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.001171001,,553,9922,136338,3897,112,0,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.958230449,,1913600,50484890,1217574411,319906,1142,4134,101782,197316,1430496,2014555,50867278,46278984,12724454,108229096,0,1704,5263,0,13743,814868381,3,3719863134,6626285397,97577,97165,0
membench_pregen_init,1,dram,,,,1.568592771,,2577931,69721813,2017647080,430021,777,5615,140126,271931,1945262,2790624,70341053,65764185,17664123,151486782,0,6001,0,0,50200,1420614864,4,6090904790,11392897519,134430,133368,0
membench_base,1,pmem,,,,0.001241646,,625,9721,136134,3878,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,1.118144403,,1941087,51021849,1215770899,325034,849,20358,681649,796222,9891,2077840,51098282,45886499,12439066,105606122,0,990,0,0,14832,816727450,2,4340499498,6606317772,99486,97702,5
membench_pregen_init,1,pmem,,,,1.786790895,,4609260,70404543,2032127121,445404,707,20522,147366,291984,12848,2801290,70272120,62984546,17793257,145976465,0,1389,0,0,23276,1412400111,3,6937602875,11475795795,818512,822500,226
membench,1,dram,seq,0,42056.921875,5.498002319,0.000016,104638715,172507713,7514126678,966237,624,9794,163231,417520,2081993,2904977,170856569,174230201,116138650,142841784,0,1355,0,0,41148,5419424132,10,21336623748,32484119553,152066,150259,0
membench,1,dram,pgn,0,9895.637695,13.222209010,0.000016,107409909,175930068,7727171236,100496120,2112,17607,98605826,100792989,2015814,2942245,179039882,31579989310,31571193613,148299458,0,6084,6,0,78686,5501742298,12,51357642425,32820483390,98557616,98560224,0
membench,1,dram,rnd,0,9502.417969,13.648897480,0.000016,100979410,170372239,8132848807,100379996,7328,18722,97866394,100167200,1966762,2981707,172264089,31978181965,31873115440,147395074,0,1366,0,0,89407,6004838544,15,53007979375,36320694977,98460331,98500563,0
membench,1,dram,seq_prefetch,0,38715.558594,5.709466659,0.000016,103676000,172052220,7707115522,2273633,2478,9993,145467,412863,2054853,2923913,171000046,264834003,203097322,147554494,101144926,2353,0,0,45784,5419181235,10,22174492644,33042384913,135945,135708,0
membench,1,dram,pgn_prefetch,0,20246.603516,8.062819826,0.000016,107286521,176736084,7935242567,721056,2419,12460,177640,330022,2097221,2847663,177115664,12292778558,12285172972,145275022,100812004,1474,11498,0,77402,5517594827,5,31319846324,33480987279,169509,161777,0
membench,1,dram,rnd_prefetch,0,17755.398438,8.761962413,0.000016,100955226,170658352,8319767838,671718,7485,13011,151692,301356,2012318,2961164,172219294,13294009351,13288432425,149091840,100752213,4075,8710,0,74008,6011611380,5,34038154694,36923037815,135957,137189,0
membench,1,pmem,seq,0,28928.195312,6.815882522,0.000016,103729699,168721916,7506778500,1844238,1645,25039,1044013,919556,26682,3021164,172101308,4465564311,4416138340,142535006,0,1415,0,0,62702,5448491739,12,26454830323,32473233402,160055,130476,18907
membench,1,pmem,pgn,0,2403.782715,44.946525563,0.000016,107387896,178193382,7743300896,101597303,14632,48797,255945,100306590,99599,2928962,179438919,154188419357,153900661365,148669949,0,5205,0,0,142972,5476881549,45,174683574236,32664081205,98372280,135741,98202109
membench,1,pmem,rnd,0,2383.082275,45.313934469,0.000016,101102888,171087523,8120293034,103217551,13400,59787,1061083,100323148,79232,2906747,172949707,153965324713,153892001672,148601821,0,1975,12,0,180059,5982233004,42,176145298921,36070205975,98387729,132182,98236973
membench,1,pmem,seq_prefetch,0,28447.007812,6.861494874,0.000016,103783282,170308920,7714033208,627941,727,14523,158587,470261,22717,2882262,170733547,3918445781,3861450393,146408174,99480227,3417,6742,0,71238,5404306690,11,26631567334,32900840477,143137,135945,0
membench,1,pmem,pgn_prefetch,0,4496.567871,25.591536595,0.000016,109089416,179614293,7915269992,1286478,5947,53987,219883,417671,54577,2887898,178353712,79449782973,79364966707,147823256,99944319,7172,0,0,107212,5471391038,24,99460963565,33145002391,318712,839266,32435
membench,1,pmem,rnd_prefetch,0,4365.530273,26.256506383,0.000016,100911624,171283394,8327961230,1239070,4486,29780,214623,370480,55117,2883247,171823614,80304819615,80239773626,147802782,99898620,7342,9914,0,101960,5974735178,25,102052269673,36613231775,158172,133824,796
membench,1,dram,seq,500,42900.593750,18.495034006,0.000146,104442151,173161228,7554665740,1222961,1005,22955,170576,788062,2018894,2934312,170998341,149752792,70134095,143377795,0,1374,0,0,100329310,55500942488,22,71822367881,232729477391,156843,354220,0
membench,1,dram,pgn,500,9877.211914,26.295128093,0.000146,109031095,180151230,7763016611,100956849,5367,30674,98142174,100234059,2044039,2932960,178948041,31719815679,31674869980,147919348,0,1337,0,0,100319925,55582127105,37,102148783913,233187818106,98443454,99003739,0
