exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.000906356,,634,9544,134892,3871,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.547641106,,1128799,19506667,769527659,1071459,5240,827768,95523,156273,692928,696969,22078898,62800980,43825975,83250717,0,539944,0,0,178209,294965829,8,2124425337,2789855292,68497,66642,0
membench_pregen_init,1,dram,,,,0.836472121,,1757842,29129175,1255607219,3149680,7655,1041161,111181,187520,999906,1044438,28767778,78071622,54224865,128505074,0,748914,0,0,229537,455260828,10,3243568918,4558504717,94850,92753,0
membench_base,1,pmem,,,,0.000626702,,504,9790,135367,4045,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,1.652829976,,1137156,20797443,757255073,2496056,5794,801881,80211,146522,7057,765780,25345337,106121731,71414756,652029729,0,520444,152818,0,176198,297378889,4,6418511742,2739972844,73196,2008,0
membench_pregen_init,1,pmem,,,,2.362548878,,1531446,27625875,1146524477,2567463,9371,1104106,116170,202951,6806,1073738,32399822,127232908,89391095,906701478,0,704573,682716,0,333504,456075909,13,9125875785,4460720166,99847,2072,0
membench_base,2,dram,,,,0.001261896,,588,9623,137214,4054,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,2,dram,,,,0.548424302,,1124400,19487547,766687745,1020339,5867,821448,94771,152559,695988,699137,21946319,61552550,43824767,83961450,0,543737,0,0,179363,295770314,6,2126582850,2793750365,72365,71470,0
membench_pregen_init,2,dram,,,,0.836426038,,1770195,29123672,1253635053,3192018,7857,1048416,111490,189345,1001046,1042100,28592945,78352435,55220578,128591352,0,748377,0,0,239023,455604219,6,3247108280,4563238200,96844,95708,0
membench_base,2,pmem,,,,0.000730089,,498,10239,141173,4243,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,2,pmem,,,,1.661727476,,1131771,21422946,759204534,2547720,11147,801190,76459,129430,2699,804825,23255881,100288796,73622830,655006117,0,500931,806632,0,327264,309630398,3,6456134726,2738528639,67200,1303,0
membench_pregen_init,2,pmem,,,,2.352522653,,1536715,28253029,1138708362,2972815,16276,1094557,114678,202138,5830,1067881,32907937,129813393,91536607,913292785,0,723573,74220,0,247512,457162685,9,9141479913,4460023059,100077,2878,0
membench_base,3,dram,,,,0.000694921,,502,9667,137802,3955,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,dram,,,,0.547342759,,1130724,19560277,769448044,1104660,5415,818615,93966,154274,694041,696708,22020303,60983936,43211008,84261347,0,543429,0,0,175948,295503074,6,2123583066,2790486479,71539,70318,0
membench_pregen_init,3,dram,,,,0.836312888,,1804681,29167005,1258410181,3167498,8599,1039972,112277,187092,999787,1050969,28496850,76139371,53908550,128426790,0,748877,0,0,241191,455599783,7,3246301325,4560767353,95343,94575,0
membench_base,3,pmem,,,,0.000739240,,474,9907,137678,4182,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,pmem,,,,1.659243780,,1143770,21064256,760721921,2470739,6379,796756,66739,126586,4744,782576,25398977,108232551,72182148,653485438,0,509751,466345,0,165397,296551280,4,6447204189,2743334914,69768,1187,0
