exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.001646696,,487,10196,135462,4099,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.960937701,,1919387,50747158,1209276364,317616,1007,3909,102032,200007,1445682,2028980,50578360,49528500,14429974,111415865,0,3279,4784,0,18767,813435199,10,3726756984,6568132248,97979,100060,0
membench_pregen_init,1,dram,,,,1.568914980,,2632812,69462380,2024531358,437849,1352,5472,138136,283488,1932878,2906820,71131827,70674744,19397732,151396689,0,6005,7365,0,47327,1414787946,14,6085288854,11471088683,139925,133567,0
membench_base,1,pmem,,,,0.001171224,,607,10593,137392,4166,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,1.996495586,,3283941,51901767,1211582236,360560,1122,3636,107710,241432,8357,2069843,51297352,70151339,17743759,631726762,0,1035,0,0,22903,812281100,7,7749142420,6606813550,104055,1547,0
membench_pregen_init,1,pmem,,,,2.996457578,,4497604,71499163,2022228401,469809,2546,5405,146893,333286,12019,2833018,69776958,97173949,24100230,880056306,0,1373,0,0,34091,1412355763,15,11630456206,11318868095,138537,7929,0
membench,1,dram,seq,0,41922.867188,5.512294725,0.000016,103384483,170216578,7516066690,2619007,3043,9961,533452,469735,2166593,3069144,172090042,209743902,147572587,146476052,0,7540,0,0,46511,5425498050,41,21402933871,32522067483,164525,153780,0
membench,1,dram,pgn,0,9980.491211,13.142934192,0.000016,107376187,176994748,7736447673,100210765,11841,17604,97989331,100179380,1980810,2910688,181871890,31518143253,31287405318,152092872,0,1323,0,0,65796,5502010456,97,51046365359,32765294262,98451299,98423958,0
membench,1,dram,rnd,0,9641.026367,13.503496392,0.000016,102664693,172845288,8137959716,101934983,12788,18873,97882552,100126304,1922572,3041726,173115967,31221205913,31208104564,150442002,0,3231,0,0,76199,5995535314,103,52438593504,36260178961,98493321,98487704,0
membench,1,dram,seq_prefetch,0,38329.875000,5.735531807,0.000016,104263218,170132303,7730198593,586055,1427,9726,163678,465062,2068684,2845375,172317871,638220991,311776573,149037029,100870897,5541,0,0,44304,5420702357,44,22270385083,32918747803,149349,139001,0
membench,1,dram,pgn_prefetch,0,20503.886719,8.005749222,0.000016,107621636,177400105,7928850168,2430382,8455,12294,204268,357337,2107371,2932774,178371267,11953740556,11936444731,150471483,100642440,6060,31,0,53327,5513061234,58,31096015693,33461167252,174074,161883,0
membench,1,dram,rnd_prefetch,0,17889.535156,8.722089023,0.000016,100922990,171868070,8330024000,675963,7344,13133,987768,1147073,2105758,3049008,172811178,13118101637,13111596512,147013728,100678992,1867,0,0,63753,6001706411,75,33880363093,36865171038,147625,136810,0
membench,1,pmem,seq,0,23396.935547,8.829140752,0.000016,103468941,169710115,7518213298,1043113,1779,11184,425640,1461403,12160,2904711,170695640,7719666725,7640914419,883092814,0,1429,0,0,62799,5426701211,24,34261885705,32526436914,220574,3842,0
membench,1,pmem,pgn,0,1997.836304,54.607447292,0.000016,107313441,181179315,7741144408,103694833,34832,58144,173900,100293487,17463,2855923,180278426,186872471055,186785980488,886503989,0,1450,0,0,293963,5502769123,126,212241744457,32873808427,98322987,9936,0
membench,1,pmem,rnd,0,1987.803833,54.745787986,0.000016,100878360,173073943,8136430031,101762991,27222,62024,168023,100273083,21015,2938262,176815340,186681681726,186262885414,828151281,0,6993,0,0,284299,5973449360,155,212787641466,36034219983,98051030,3853,0
membench,1,pmem,seq_prefetch,0,20449.462891,9.454016412,0.000016,103526640,168662526,7688764797,702721,1753,11747,156421,599518,17000,2915474,171703082,9323890705,9242642445,878305319,99606361,1477,1619,0,72996,5413120191,36,36694531140,32916974808,145754,5254,0
membench,1,pmem,pgn_prefetch,0,3605.345215,32.291155701,0.000016,109032073,178062014,7920459991,1526022,23836,34852,178539,412758,17856,2863706,178918841,100781451782,100682646042,885378299,100081676,1399,0,0,189852,5514777786,92,125498504623,33423241794,662082,19719,0
membench,1,pmem,rnd_prefetch,0,3535.179443,32.725536106,0.000016,100884666,170794995,8313812832,1532329,24050,35555,1058515,1261155,17236,2936477,174361994,101066331049,100998960503,830294876,100019657,2439,0,0,179788,5973965439,110,127180817210,36608196087,150487,10448,0
membench,1,dram,seq,500,42781.902344,18.516075452,0.000146,102813856,170299329,7526324083,1985678,4246,22932,1046821,1182577,1977680,2925385,173323738,171950742,84765658,152524953,0,3746,0,0,100364260,55528628127,127,71916163663,232754334850,197471,173144,0
membench,1,dram,pgn,500,9963.539062,26.214546957,0.000146,107347921,176941000,7737077223,102665007,19829,30920,98973782,100234105,1982225,3080989,180492247,31365070657,31325362413,148363615,0,3420,37,0,100307516,55581694329,188,101840604552,233171158638,98451812,98436336,0
membench,1,dram,rnd,500,9617.281250,26.599370362,0.000147,102873517,174043399,8159166639,102276828,18317,31290,98181087,100223463,2110619,3044506,173713980,31387238194,31336452790,150117553,0,3324,149,0,100444559,56065994613,193,103325065260,236594968525,98510151,98490581,0
