exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.000750199,,680,9869,138946,3928,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,139.100282018,,827471,3310785,51628744,2023903,13124,139917,284984,322665,217280,232478,3231812,150850999,92112031,1712,0,93,106,0,135003541,537037488360,1077,540464493086,1074356504411,159570,2620,0
membench_pregen_init,1,dram,,,,242.752638402,,1685333,4814950,82158247,2830948,11029,248668,549320,613407,440065,465660,4783397,280556591,149510758,5042,0,1475,3019,0,235548024,937070543913,2021,943085775650,1874730910059,270345,3390,0
membench_base,1,pmem,,,,0.000664557,,468,9963,137926,4152,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,139.052812585,,96891,2423035,42135252,1870269,6085,139414,25803,49763,18867,52443,2541969,37301242,22734059,27248,0,62,25,0,135067482,536972334236,139,540490548220,1074260848654,6212,2055,0
membench_pregen_init,1,pmem,,,,242.687395744,,130660,4370890,75594826,3228974,19992,243541,116117,318895,43745,149638,4505053,60828474,38129627,312,0,81,112,0,235658937,937082234426,407,943258626389,1874777864890,13201,3595,0
membench_base,2,dram,,,,0.000753920,,526,9853,139639,4021,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,2,dram,,,,139.074968647,,835932,2896946,43338999,1808532,2949,139485,319616,340494,270958,280888,2960015,159681282,83573600,1206,0,62,168,0,135056386,536959708780,1119,540414499804,1074298027494,131505,900,0
membench_pregen_init,2,dram,,,,242.703968187,,1517934,4508359,77803156,2759023,6787,243535,543346,599138,452735,464910,4477150,271728939,147569986,18319,0,150,256,0,235516892,937032535517,1956,943091413710,1874732683541,241852,1505,0
membench_base,2,pmem,,,,0.001019647,,483,10331,138794,4169,0,,,,,,,,,,,,,,,,,,,,,
