exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.000701250,,647,9401,134825,3632,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.001168960,,694,13171,187292,4695,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,1,dram,,,,0.001160867,,592,13257,192794,4552,0,,,,,,,,,,,,,,,,,,,,,
membench_base,1,pmem,,,,0.000650803,,568,9716,136992,3792,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,0.001020363,,520,13541,189441,4954,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,1,pmem,,,,0.000653127,,519,13665,195811,4812,0,,,,,,,,,,,,,,,,,,,,,
membench_base,2,dram,,,,0.000695654,,758,9468,134953,3634,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,2,dram,,,,0.000670672,,552,13360,185491,4556,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,2,dram,,,,0.000664427,,580,13066,192537,4487,0,,,,,,,,,,,,,,,,,,,,,
membench_base,2,pmem,,,,0.000574120,,513,9763,137232,3718,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,2,pmem,,,,0.000654248,,506,13229,188869,4794,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,2,pmem,,,,0.000645455,,447,13677,190447,4807,0,,,,,,,,,,,,,,,,,,,,,
membench_base,3,dram,,,,0.000638457,,584,9375,136622,3652,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,dram,,,,0.000686184,,593,12807,185468,4451,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,3,dram,,,,0.000705929,,577,13306,194389,4595,0,,,,,,,,,,,,,,,,,,,,,
membench_base,3,pmem,,,,0.000690129,,538,9727,137883,3768,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,3,pmem,,,,0.000679492,,492,13237,186332,4713,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,3,pmem,,,,0.000677660,,527,13551,190672,4734,0,,,,,,,,,,,,,,,,,,,,,
membench_base,4,dram,,,,0.000899980,,626,9449,135195,3599,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,dram,,,,0.000654491,,572,12906,183055,4516,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,4,dram,,,,0.000677201,,511,13325,193198,4519,0,,,,,,,,,,,,,,,,,,,,,
membench_base,4,pmem,,,,0.000669093,,828,9768,135863,3815,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,4,pmem,,,,0.000685237,,560,13438,189062,4785,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,4,pmem,,,,0.000671236,,531,14491,196652,4911,163,0,,,,,,,,,,,,,,,,,,,,
membench_base,5,dram,,,,0.000714756,,653,9311,137465,3568,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,dram,,,,0.000703628,,574,12935,186184,4593,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,5,dram,,,,0.000657205,,551,13502,190499,4606,0,,,,,,,,,,,,,,,,,,,,,
membench_base,5,pmem,,,,0.000592652,,566,9768,137008,3773,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,5,pmem,,,,0.000653582,,556,13075,186784,4615,0,,,,,,,,,,,,,,,,,,,,,
membench_pregen_init,5,pmem,,,,0.000681799,,608,13909,194144,4877,87,0,,,,,,,,,,,,,,,,,,,,
