exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.000896970,,887,9504,136746,186,0,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.815551127,,1913333,51043561,409859597,102184,191170,1478640,2012082,274744267,54126699,51116548,108737311,0,1029,0,0,10526,545736589,3,3157999762,4742006437,102026,101610,0
membench_pregen_init,1,dram,,,,0.859081226,,2005944,54013573,435883732,110097,207109,1541520,2130768,46367840,12406356,51992466,107657082,0,1030,0,0,16013,593670659,3,3333317831,5089035175,543574,549349,0
membench_base,1,pmem,,,,0.001090581,,711,9627,137426,164,0,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,0.973489643,,1919785,51844694,418260216,674062,776671,10180,2119696,46505442,12643679,51118034,107084602,0,1028,0,0,12576,543011441,1,3778158651,4749251691,103490,100812,4
membench_pregen_init,1,pmem,,,,1.036883644,,2065508,53619988,437509924,109953,211186,11137,2202235,47372952,13002683,52594309,109085252,0,1068,0,0,13584,586656415,1,4023880894,5044979182,571751,576333,195
membench,1,dram,seq,0,51959.117188,1.655188062,0.000015,13048047,80703841,1108375434,142696,287728,2049286,2820057,73154599,26286962,79223936,146518049,0,1393,0,0,17927,1263618635,3,6422233205,9656476666,694327,696999,0
membench,1,dram,pgn,0,10275.168945,2.441783068,0.000015,13080386,80735653,1136975368,10236526,10419064,2086028,2824566,3314786757,3262985624,79731865,145992061,0,1405,0,0,24492,1294174907,2,9483144067,9739361252,10338999,10260578,0
membench,1,dram,rnd,0,10156.491211,2.444808790,0.000015,12658719,79231426,1134047751,10186537,10335544,2067972,2809647,3245110384,3191056394,79712579,142779115,0,1380,0,0,19848,1307603735,6,9486716588,9995225401,10400388,10451021,0
membench,1,dram,seq_prefetch,0,51303.886719,1.660817415,0.000015,13617889,80521964,1114880176,146368,286004,2096416,2812957,88411063,38273587,79550243,148436980,10243767,1387,0,0,16858,1261688405,1,6447259736,9679475746,697898,702056,0
membench,1,dram,pgn_prefetch,0,21125.435547,1.937872729,0.000015,14857875,82532814,1158312508,902965,373957,2062999,2867708,1391527945,1343109711,80316821,150353873,9916333,1386,0,0,17413,1293927580,2,7525048261,9656492833,145453,147940,0
membench,1,dram,rnd_prefetch,0,20218.521484,1.955119041,0.000015,12920230,78639844,1150892503,171286,1059257,2054805,2850494,1370636710,1323631708,80376748,145391050,9695442,1410,0,0,17970,1314802589,2,7592843243,10054023555,141174,137392,0
membench,1,pmem,seq,0,30157.269531,2.040570592,0.000015,13740454,79342273,1117213140,907198,1089900,16175,2966444,601252555,553505451,80243918,153435058,0,1430,0,0,30905,1258459538,3,7919070824,9610811074,137923,132906,5126
membench,1,pmem,pgn,0,2397.262451,5.868867581,0.000015,13280432,80420479,1150292578,161885,10246538,21643,2957805,15606977359,15554373132,81246964,144523655,0,6273,0,0,53722,1253285848,7,22801850381,9403076366,10213041,131433,10038974
membench,1,pmem,rnd,0,2387.383057,5.889396837,0.000015,14333785,81547564,1143872559,157695,10230223,39482,2939405,15582946513,15534066392,80756518,148802827,0,1417,0,0,36954,1283019235,11,22886488615,9597085848,10440199,713732,10035850
