exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,spinloop_duration,cache-misses,L1-dcache-load-misses,L1-dcache-loads,mem_load_retired.l1_miss,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d.replacement,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,context-switches,cpu-cycles,instructions,mem_load_retired.l3_miss,mem_load_l3_miss_retired.local_dram,mem_load_retired.local_pmm
membench_base,1,dram,,,,0.001472819,,1130,9761,137817,3983,187,0,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,dram,,,,0.817605774,,1918148,50986000,410367183,300650,1894,21943,721264,839721,1539353,2110221,51116901,49364352,14125181,110997061,0,1020,0,0,13663,544683088,8,3169733341,4735689836,103742,102109,0
membench_pregen_init,1,dram,,,,1.324903763,,2624312,70117646,714062241,428032,1731,19120,915008,1069237,2066806,2880403,69620659,69562565,20923479,151261895,0,1412,0,0,21394,947539557,10,5142638549,8165953035,142553,138450,0
membench_base,1,pmem,,,,0.000714420,,659,10180,137751,4056,0,,,,,,,,,,,,,,,,,,,,,
membench_data_init,1,pmem,,,,1.853005104,,1939015,51179816,413259140,347602,1176,3711,114553,242297,9981,2132017,50616537,70489108,49481233,629579615,0,5099,1631,0,22616,541969561,3,7197012094,4722831806,107308,1955,0
membench_pregen_init,1,pmem,,,,2.753397286,,2644260,69864529,714985688,470174,2019,5290,154855,332211,12517,2926671,69975068,230477697,112152718,878429026,0,6157,0,0,34080,945128320,6,10678498896,8149504575,147399,2891,0
membench,1,dram,seq,0,51463.441406,4.762448907,0.000015,102793645,170896631,4601579997,782944,2827,24330,189259,470502,2030627,2864923,169726297,233121110,175095187,148004870,0,2176,9791,0,64353,4047253841,47,18465697630,23013337173,158438,150301,0
membench,1,dram,pgn,0,10496.367188,12.348314357,0.000015,107293708,178823254,5023474480,100378587,8987,76583,98108051,100528750,2013437,2898818,176114365,31622449583,31330394046,149606026,0,1963,1104,0,77415,4341231358,99,47949025150,22969228088,98538701,98526811,0
membench,1,dram,rnd,0,10271.652344,12.533235061,0.000015,101115090,171991509,5026045297,100382364,11817,73491,97950188,101139737,2073720,2948073,170170985,31362890923,31292081430,149351175,0,2130,2180,0,85151,4543790956,109,48664099849,25473836630,98572555,98546460,0
membench,1,dram,seq_prefetch,0,51015.539062,4.758377748,0.000015,103208068,171213502,4688537882,570596,4082,61770,173699,435018,2019873,2892622,169270856,319711745,261538052,147465893,100438139,1956,12903,0,49791,4052512036,45,18476139341,23160148697,156659,147715,0
